clip,early,seizure
Dog_1_test_segment_2193.mat,0.0263554723946,0.222541939916
Dog_1_test_segment_1690.mat,0.135939412319,0.416109771852
Dog_1_test_segment_1487.mat,0.0701124087028,0.416167095581
Dog_1_test_segment_1622.mat,0.134754426486,0.409269422363
Dog_1_test_segment_909.mat,0.0570200422237,0.369955014894
Dog_1_test_segment_245.mat,0.081658503481,0.379275372237
Dog_1_test_segment_2374.mat,0.103356334605,0.435274473293
Dog_1_test_segment_2993.mat,0.0545308318297,0.293726355902
Dog_1_test_segment_1323.mat,0.156504198226,0.472604574994
Dog_1_test_segment_469.mat,0.0641640113878,0.282248023996
Dog_1_test_segment_688.mat,0.124353596864,0.478793039409
Dog_1_test_segment_370.mat,0.0505992898119,0.295195519054
Dog_1_test_segment_645.mat,0.150383636349,0.312016934213
Dog_1_test_segment_266.mat,0.0830016858415,0.380000871864
Dog_1_test_segment_753.mat,0.16226229029,0.425515710879
Dog_1_test_segment_2422.mat,0.192258051695,0.531947285045
Dog_1_test_segment_19.mat,0.0717291247947,0.386290836764
Dog_1_test_segment_1548.mat,0.0328204426746,0.285310067912
Dog_1_test_segment_978.mat,0.0384463658038,0.343526462567
Dog_1_test_segment_1586.mat,0.282897168462,0.544010550806
Dog_1_test_segment_789.mat,0.0733057497989,0.27441090404
Dog_1_test_segment_76.mat,0.364140988469,0.473544439239
Dog_1_test_segment_2330.mat,0.0729195192113,0.362360056816
Dog_1_test_segment_2010.mat,0.0511175989346,0.366410390191
Dog_1_test_segment_1293.mat,0.080810796652,0.33628413871
Dog_1_test_segment_1255.mat,0.0857095250786,0.344018468571
Dog_1_test_segment_2116.mat,0.0706627228354,0.325293247039
Dog_1_test_segment_3080.mat,0.074127610038,0.363466280952
Dog_1_test_segment_2606.mat,0.104502976211,0.429026296132
Dog_1_test_segment_1741.mat,0.0780374848381,0.370641975611
Dog_1_test_segment_1447.mat,0.0452525801853,0.371278602763
Dog_1_test_segment_3144.mat,0.11027444673,0.467391296933
Dog_1_test_segment_1633.mat,0.0691833696143,0.41209301038
Dog_1_test_segment_1554.mat,0.082514457251,0.403900898831
Dog_1_test_segment_2445.mat,0.0611252990086,0.335592379318
Dog_1_test_segment_1950.mat,0.0468147642662,0.365221481776
Dog_1_test_segment_2669.mat,0.0432948869226,0.312961028848
Dog_1_test_segment_2131.mat,0.0866519680552,0.462286005335
Dog_1_test_segment_186.mat,0.0475427257976,0.303703311805
Dog_1_test_segment_293.mat,0.0566586953477,0.395408454919
Dog_1_test_segment_478.mat,0.0303185180873,0.280921800153
Dog_1_test_segment_3074.mat,0.103805060182,0.414915819069
Dog_1_test_segment_1919.mat,0.0667364325019,0.362519372757
Dog_1_test_segment_468.mat,0.0572890595758,0.300994543753
Dog_1_test_segment_1532.mat,0.0554673381558,0.301055384478
Dog_1_test_segment_1311.mat,0.0472064159103,0.302481202448
Dog_1_test_segment_2133.mat,0.0939880721976,0.35895631161
Dog_1_test_segment_2998.mat,0.129466295077,0.450709195989
Dog_1_test_segment_2301.mat,0.409830051456,0.494234138348
Dog_1_test_segment_573.mat,0.0279564927915,0.278559110321
Dog_1_test_segment_2844.mat,0.0630812048883,0.316665039651
Dog_1_test_segment_2048.mat,0.0684559185724,0.400976803208
Dog_1_test_segment_81.mat,0.120569211481,0.429299501145
Dog_1_test_segment_2578.mat,0.107937456675,0.415380422283
Dog_1_test_segment_2112.mat,0.0641550764468,0.364940110132
Dog_1_test_segment_1445.mat,0.0505820980592,0.323756689392
Dog_1_test_segment_3178.mat,0.144218395125,0.485450224875
Dog_1_test_segment_1060.mat,0.121775910301,0.412862638454
Dog_1_test_segment_1280.mat,0.0399518743813,0.193891505318
Dog_1_test_segment_2339.mat,0.0596140264631,0.326670158477
Dog_1_test_segment_1415.mat,0.0654962359112,0.457526616776
Dog_1_test_segment_1193.mat,0.0597311512225,0.356027277349
Dog_1_test_segment_31.mat,0.087100186692,0.326364437995
Dog_1_test_segment_2272.mat,0.0300181980914,0.236507422097
Dog_1_test_segment_723.mat,0.045275256888,0.26075141451
Dog_1_test_segment_1608.mat,0.119794758078,0.470349211202
Dog_1_test_segment_282.mat,0.511257942986,0.395410020774
Dog_1_test_segment_2902.mat,0.121432499442,0.387331253368
Dog_1_test_segment_3120.mat,0.0473716465933,0.366210919421
Dog_1_test_segment_391.mat,0.042920556136,0.261916263744
Dog_1_test_segment_2251.mat,0.0445860646669,0.275946368822
Dog_1_test_segment_1893.mat,0.121212523851,0.437885926217
Dog_1_test_segment_743.mat,0.0709674722198,0.433861437928
Dog_1_test_segment_993.mat,0.0603406744454,0.329793831696
Dog_1_test_segment_2749.mat,0.0212886732231,0.278566706964
Dog_1_test_segment_3096.mat,0.0304343401123,0.212205236916
Dog_1_test_segment_2972.mat,0.0716007301425,0.385023881342
Dog_1_test_segment_163.mat,0.120016137088,0.390049989214
Dog_1_test_segment_936.mat,0.0358727342145,0.275188777112
Dog_1_test_segment_1021.mat,0.25633348645,0.488241152422
Dog_1_test_segment_3156.mat,0.0501952229997,0.337475830352
Dog_1_test_segment_2085.mat,0.060396679366,0.336056796533
Dog_1_test_segment_3113.mat,0.0631322169974,0.341044859265
Dog_1_test_segment_2466.mat,0.242431795199,0.502004004981
Dog_1_test_segment_3029.mat,0.0420156914003,0.231157243027
Dog_1_test_segment_1800.mat,0.0683081014322,0.3163576178
Dog_1_test_segment_2389.mat,0.0554414395428,0.281411393858
Dog_1_test_segment_1483.mat,0.0497047259323,0.354378767758
Dog_1_test_segment_2719.mat,0.0733636815362,0.386393620936
Dog_1_test_segment_2992.mat,0.0211927368677,0.218221113329
Dog_1_test_segment_1526.mat,0.46919001331,0.454200194055
Dog_1_test_segment_1571.mat,0.0928823475052,0.379784285873
Dog_1_test_segment_1865.mat,0.0657851375569,0.324889502801
Dog_1_test_segment_2941.mat,0.0757487087918,0.386312858035
Dog_1_test_segment_3162.mat,0.0596474442374,0.32193142418
Dog_1_test_segment_3095.mat,0.0546502097321,0.369390458928
Dog_1_test_segment_3087.mat,0.0692927338537,0.35279801181
Dog_1_test_segment_2142.mat,0.0648932208477,0.392116583394
Dog_1_test_segment_1797.mat,0.0604997197767,0.254226820854
Dog_1_test_segment_2695.mat,0.0580677254453,0.37208352547
Dog_1_test_segment_264.mat,0.120421137366,0.458668051123
Dog_1_test_segment_1158.mat,0.193085674429,0.534126687243
Dog_1_test_segment_398.mat,0.216040074632,0.482782078655
Dog_1_test_segment_3164.mat,0.0693779587878,0.315675081416
Dog_1_test_segment_847.mat,0.0346108343181,0.317973350986
Dog_1_test_segment_1048.mat,0.136717629357,0.472727991829
Dog_1_test_segment_2147.mat,0.144363391239,0.437165411345
Dog_1_test_segment_1597.mat,0.0315005435781,0.281279295971
Dog_1_test_segment_1444.mat,0.0326730103527,0.287263773459
Dog_1_test_segment_666.mat,0.0472247934747,0.348728326561
Dog_1_test_segment_1057.mat,0.0526912147767,0.367628408003
Dog_1_test_segment_894.mat,0.0405533178717,0.327952895386
Dog_1_test_segment_2241.mat,0.113555604865,0.438479399002
Dog_1_test_segment_2563.mat,0.08135980601,0.415564566151
Dog_1_test_segment_1089.mat,0.0393286593373,0.273030920226
Dog_1_test_segment_1833.mat,0.0251356515595,0.285433418928
Dog_1_test_segment_273.mat,0.0698991361725,0.361228549756
Dog_1_test_segment_2879.mat,0.0472360728662,0.302779592789
Dog_1_test_segment_1167.mat,0.0405844047607,0.306824164634
Dog_1_test_segment_1569.mat,0.115999238296,0.366030247728
Dog_1_test_segment_2498.mat,0.0979779537047,0.464944773531
Dog_1_test_segment_1993.mat,0.0850667789691,0.396104487116
Dog_1_test_segment_1356.mat,0.577759961985,0.341282931483
Dog_1_test_segment_2462.mat,0.125509705052,0.409880129707
Dog_1_test_segment_2861.mat,0.0423868138306,0.298347942876
Dog_1_test_segment_1748.mat,0.0712013121268,0.302462844071
Dog_1_test_segment_1407.mat,0.053374244585,0.359975514556
Dog_1_test_segment_2088.mat,0.0838394847877,0.417559902203
Dog_1_test_segment_2895.mat,0.0475931228274,0.297203503004
Dog_1_test_segment_3002.mat,0.0274557500612,0.276376752462
Dog_1_test_segment_1843.mat,0.130038248887,0.394402005189
Dog_1_test_segment_1953.mat,0.108457114792,0.36197345219
Dog_1_test_segment_1566.mat,0.104404843055,0.464404545492
Dog_1_test_segment_121.mat,0.0318136660866,0.261954539404
Dog_1_test_segment_2334.mat,0.0513365620285,0.296899048796
Dog_1_test_segment_2945.mat,0.0921857501743,0.444088148189
Dog_1_test_segment_234.mat,0.0269041462905,0.273278986415
Dog_1_test_segment_236.mat,0.061142876838,0.368681148282
Dog_1_test_segment_2314.mat,0.0901834253118,0.360633473512
Dog_1_test_segment_1191.mat,0.0756479345888,0.287323690328
Dog_1_test_segment_2341.mat,0.427108966228,0.509100504076
Dog_1_test_segment_598.mat,0.0873993839633,0.361391587516
Dog_1_test_segment_2259.mat,0.0522115728686,0.32751165063
Dog_1_test_segment_344.mat,0.126822814158,0.445429105429
Dog_1_test_segment_3127.mat,0.0503308554726,0.291308665509
Dog_1_test_segment_1296.mat,0.0757010463896,0.34440601063
Dog_1_test_segment_427.mat,0.0839526701943,0.289198171
Dog_1_test_segment_1598.mat,0.103076363004,0.413346760653
Dog_1_test_segment_2021.mat,0.0672319353645,0.306652447772
Dog_1_test_segment_1823.mat,0.0560121712597,0.251935681781
Dog_1_test_segment_2408.mat,0.070087015916,0.364957556363
Dog_1_test_segment_2566.mat,0.0560454095071,0.316044119164
Dog_1_test_segment_2646.mat,0.466735154973,0.436689726466
Dog_1_test_segment_1305.mat,0.0342814337413,0.277038235191
Dog_1_test_segment_1686.mat,0.118047599078,0.447647402918
Dog_1_test_segment_2151.mat,0.0750512340361,0.389587658641
Dog_1_test_segment_3069.mat,0.147707285609,0.463828842706
Dog_1_test_segment_938.mat,0.0550761745901,0.365535674105
Dog_1_test_segment_1101.mat,0.082124326243,0.459566056933
Dog_1_test_segment_2143.mat,0.0606943519796,0.350684815598
Dog_1_test_segment_1793.mat,0.0604410538831,0.294415895228
Dog_1_test_segment_1458.mat,0.0589459871585,0.33149927223
Dog_1_test_segment_2276.mat,0.047396530424,0.301479729983
Dog_1_test_segment_2478.mat,0.0307235377436,0.29853412144
Dog_1_test_segment_1624.mat,0.0742674794136,0.388841023549
Dog_1_test_segment_837.mat,0.0558415669577,0.271216326353
Dog_1_test_segment_239.mat,0.0555109595183,0.262264558529
Dog_1_test_segment_2250.mat,0.0785415570045,0.290778781828
Dog_1_test_segment_2499.mat,0.108001822079,0.419970083521
Dog_1_test_segment_1626.mat,0.0260661880619,0.215123309882
Dog_1_test_segment_1613.mat,0.0821089506325,0.306175184154
Dog_1_test_segment_1761.mat,0.0424151041683,0.266751782373
Dog_1_test_segment_1019.mat,0.0734649789178,0.375214276822
Dog_1_test_segment_1562.mat,0.020803309153,0.224513761578
Dog_1_test_segment_815.mat,0.0558729308326,0.325208954394
Dog_1_test_segment_1125.mat,0.253784248836,0.537390970905
Dog_1_test_segment_3146.mat,0.0852935200291,0.470526544224
Dog_1_test_segment_272.mat,0.34329082167,0.532003175932
Dog_1_test_segment_561.mat,0.128816709889,0.403202925632
Dog_1_test_segment_1284.mat,0.0330681070228,0.31961199663
Dog_1_test_segment_2910.mat,0.0416395726809,0.325641296683
Dog_1_test_segment_2919.mat,0.0327190233917,0.264803419939
Dog_1_test_segment_709.mat,0.0561144131824,0.302044652372
Dog_1_test_segment_554.mat,0.0484437044492,0.348172682007
Dog_1_test_segment_2839.mat,0.0936312652547,0.416578324551
Dog_1_test_segment_1363.mat,0.0954685804612,0.41276854342
Dog_1_test_segment_2152.mat,0.159607942737,0.408224176019
Dog_1_test_segment_2403.mat,0.0518952956448,0.321764342001
Dog_1_test_segment_1606.mat,0.0633628634867,0.345493207603
Dog_1_test_segment_1611.mat,0.0879978937668,0.38016329745
Dog_1_test_segment_2878.mat,0.051024188418,0.324580917764
Dog_1_test_segment_2752.mat,0.0770876247611,0.472865698897
Dog_1_test_segment_736.mat,0.0761075529022,0.4048726189
Dog_1_test_segment_2851.mat,0.0797441547554,0.338122529176
Dog_1_test_segment_502.mat,0.191195136733,0.453957341776
Dog_1_test_segment_2974.mat,0.0530560291087,0.305616165041
Dog_1_test_segment_1977.mat,0.0431536643903,0.30703041185
Dog_1_test_segment_3166.mat,0.106227545091,0.42760492498
Dog_1_test_segment_350.mat,0.111990255777,0.491214807496
Dog_1_test_segment_1750.mat,0.151730037131,0.427731669531
Dog_1_test_segment_751.mat,0.0782839880969,0.408263994039
Dog_1_test_segment_786.mat,0.0689744661258,0.33047015116
Dog_1_test_segment_1336.mat,0.310097417472,0.430787239117
Dog_1_test_segment_2862.mat,0.0752451928336,0.409768931298
Dog_1_test_segment_2722.mat,0.046884866959,0.296158434719
Dog_1_test_segment_1040.mat,0.373867687577,0.487823500796
Dog_1_test_segment_454.mat,0.0704778980092,0.343962271167
Dog_1_test_segment_1441.mat,0.531870955138,0.396775975342
Dog_1_test_segment_447.mat,0.112078145075,0.384338254961
Dog_1_test_segment_1056.mat,0.054557467513,0.343348675413
Dog_1_test_segment_634.mat,0.043791968845,0.296968071451
Dog_1_test_segment_71.mat,0.0340658367476,0.302357387661
Dog_1_test_segment_2227.mat,0.0823340069644,0.400711483463
Dog_1_test_segment_2109.mat,0.0906434342777,0.399794444379
Dog_1_test_segment_357.mat,0.0469733849852,0.373188628189
Dog_1_test_segment_1261.mat,0.0499578167369,0.255877606279
Dog_1_test_segment_2372.mat,0.0622120723456,0.402855983161
Dog_1_test_segment_2668.mat,0.130155907402,0.432297229623
Dog_1_test_segment_2237.mat,0.095057913168,0.403301384819
Dog_1_test_segment_403.mat,0.050061968931,0.243279135823
Dog_1_test_segment_2003.mat,0.0992178599282,0.347208671933
Dog_1_test_segment_1010.mat,0.081038375542,0.387052989289
Dog_1_test_segment_1529.mat,0.0964938801151,0.335626279947
Dog_1_test_segment_575.mat,0.0440548031847,0.390497710603
Dog_1_test_segment_2035.mat,0.0466485465506,0.294729738747
Dog_1_test_segment_950.mat,0.107409838229,0.385601498603
Dog_1_test_segment_1470.mat,0.134403741336,0.35938932303
Dog_1_test_segment_2355.mat,0.142426063283,0.407558528515
Dog_1_test_segment_1745.mat,0.05161167518,0.316452072687
Dog_1_test_segment_2726.mat,0.0609528453703,0.378781676756
Dog_1_test_segment_1540.mat,0.0830026280626,0.417092297346
Dog_1_test_segment_109.mat,0.0859187504114,0.355895792569
Dog_1_test_segment_2268.mat,0.0774734926036,0.261661841238
Dog_1_test_segment_2472.mat,0.0538672254265,0.3452446683
Dog_1_test_segment_2310.mat,0.0888393266467,0.461417448582
Dog_1_test_segment_1201.mat,0.423443090779,0.487310737217
Dog_1_test_segment_1535.mat,0.060190767986,0.410791268685
Dog_1_test_segment_1810.mat,0.0519507392926,0.331499523421
Dog_1_test_segment_660.mat,0.0707155598704,0.36312624801
Dog_1_test_segment_446.mat,0.469977836246,0.478922289216
Dog_1_test_segment_1451.mat,0.051551508671,0.280519501791
Dog_1_test_segment_1124.mat,0.0805120344528,0.416807751004
Dog_1_test_segment_1086.mat,0.0711845923135,0.354787554329
Dog_1_test_segment_791.mat,0.0636887979599,0.337460096397
Dog_1_test_segment_691.mat,0.102201656167,0.390697897018
Dog_1_test_segment_840.mat,0.0880846723491,0.456223928081
Dog_1_test_segment_857.mat,0.0519309449359,0.300527073656
Dog_1_test_segment_1975.mat,0.0759916580273,0.350778027074
Dog_1_test_segment_1344.mat,0.420752063031,0.48821581052
Dog_1_test_segment_2725.mat,0.0843991591512,0.362981646929
Dog_1_test_segment_843.mat,0.04482100345,0.295005522098
Dog_1_test_segment_880.mat,0.0257431165535,0.272035267827
Dog_1_test_segment_3145.mat,0.0439087087143,0.292937757609
Dog_1_test_segment_2849.mat,0.043619341335,0.31875090632
Dog_1_test_segment_2502.mat,0.0533374362883,0.349796982302
Dog_1_test_segment_103.mat,0.0678243836465,0.352959675325
Dog_1_test_segment_1376.mat,0.196911116405,0.551091409354
Dog_1_test_segment_3003.mat,0.0550298547353,0.37108243755
Dog_1_test_segment_622.mat,0.574373910687,0.355170985123
Dog_1_test_segment_364.mat,0.109419724179,0.504642671347
Dog_1_test_segment_672.mat,0.113805613634,0.41407127949
Dog_1_test_segment_1438.mat,0.0749567167553,0.361998854629
Dog_1_test_segment_966.mat,0.0575048220356,0.36975284923
Dog_1_test_segment_2842.mat,0.0771688742614,0.370902689263
Dog_1_test_segment_3034.mat,0.0563949730774,0.378399779933
Dog_1_test_segment_1926.mat,0.0601706373425,0.270179796763
Dog_1_test_segment_1845.mat,0.0280359860379,0.255859226863
Dog_1_test_segment_2210.mat,0.621895508517,0.318950908117
Dog_1_test_segment_2597.mat,0.285615995525,0.523102811522
Dog_1_test_segment_1359.mat,0.0548656698584,0.335392547093
Dog_1_test_segment_1383.mat,0.0693661243749,0.373555956564
Dog_1_test_segment_2294.mat,0.0440452848734,0.232439877286
Dog_1_test_segment_2995.mat,0.0673190642837,0.406419384698
Dog_1_test_segment_2856.mat,0.0878863240673,0.356510567599
Dog_1_test_segment_703.mat,0.584095882821,0.360659541794
Dog_1_test_segment_2658.mat,0.1309083259,0.518835036587
Dog_1_test_segment_1457.mat,0.0756504202974,0.497379284201
Dog_1_test_segment_2670.mat,0.0377985885829,0.244149087802
Dog_1_test_segment_1080.mat,0.06047370604,0.241383305598
Dog_1_test_segment_1225.mat,0.0563165609294,0.381297134566
Dog_1_test_segment_2929.mat,0.0875418814419,0.39169547981
Dog_1_test_segment_359.mat,0.0612904529693,0.39921100645
Dog_1_test_segment_1958.mat,0.0792455938058,0.359511731277
Dog_1_test_segment_2808.mat,0.0768807640869,0.476659430448
Dog_1_test_segment_1188.mat,0.0642506314493,0.345260689658
Dog_1_test_segment_848.mat,0.107112144894,0.45621193071
Dog_1_test_segment_2640.mat,0.0522382644857,0.365945916953
Dog_1_test_segment_899.mat,0.050410004532,0.271132822703
Dog_1_test_segment_1955.mat,0.0555486682943,0.336759423384
Dog_1_test_segment_585.mat,0.106408157955,0.42914294056
Dog_1_test_segment_2778.mat,0.0255098325977,0.25036942896
Dog_1_test_segment_1115.mat,0.10152355859,0.382229682456
Dog_1_test_segment_2605.mat,0.039248148081,0.345665377411
Dog_1_test_segment_663.mat,0.122937204472,0.405421018468
Dog_1_test_segment_960.mat,0.105257083699,0.388893379235
Dog_1_test_segment_1995.mat,0.045765859971,0.304297759869
Dog_1_test_segment_313.mat,0.0678183333497,0.417223161527
Dog_1_test_segment_776.mat,0.116549082328,0.393560283032
Dog_1_test_segment_321.mat,0.0589535774498,0.333905669555
Dog_1_test_segment_2453.mat,0.505435622426,0.437984269954
Dog_1_test_segment_2934.mat,0.0384839327015,0.29568562278
Dog_1_test_segment_1839.mat,0.23475803408,0.539962047497
Dog_1_test_segment_1247.mat,0.0496162425092,0.302748079304
Dog_1_test_segment_1847.mat,0.0970997092388,0.375408722009
Dog_1_test_segment_2417.mat,0.0304497745554,0.306876123335
Dog_1_test_segment_187.mat,0.0446488641067,0.282252926851
Dog_1_test_segment_2751.mat,0.053670488179,0.36662849222
Dog_1_test_segment_657.mat,0.204721050699,0.503723252552
Dog_1_test_segment_2829.mat,0.0955822074958,0.382231395851
Dog_1_test_segment_2543.mat,0.0712158288343,0.395292739648
Dog_1_test_segment_3039.mat,0.0199817498515,0.19563090307
Dog_1_test_segment_125.mat,0.0688799236712,0.381820789268
Dog_1_test_segment_2360.mat,0.145352148555,0.452828460962
Dog_1_test_segment_2947.mat,0.0828227417533,0.353331171241
Dog_1_test_segment_717.mat,0.0478051699143,0.332606354669
Dog_1_test_segment_235.mat,0.0498840089228,0.26108845234
Dog_1_test_segment_377.mat,0.239670294101,0.579869756327
Dog_1_test_segment_2295.mat,0.101572999768,0.468661523513
Dog_1_test_segment_203.mat,0.107878027208,0.442906394727
Dog_1_test_segment_726.mat,0.04875189284,0.255162782597
Dog_1_test_segment_1891.mat,0.0948588499899,0.433358769512
Dog_1_test_segment_1063.mat,0.0871977096109,0.391064793562
Dog_1_test_segment_1724.mat,0.0905385522692,0.394455893676
Dog_1_test_segment_1162.mat,0.0510098446791,0.409367268019
Dog_1_test_segment_2256.mat,0.0779148749612,0.369388593727
Dog_1_test_segment_1440.mat,0.073290628032,0.390720687637
Dog_1_test_segment_2615.mat,0.0660351430225,0.391786048344
Dog_1_test_segment_2376.mat,0.0547827793016,0.344049536473
Dog_1_test_segment_133.mat,0.0703935516222,0.421034212815
Dog_1_test_segment_2562.mat,0.0498192768085,0.336881803194
Dog_1_test_segment_2803.mat,0.101104280088,0.405200186542
Dog_1_test_segment_2619.mat,0.342782385507,0.577031470369
Dog_1_test_segment_667.mat,0.10169163986,0.389025447298
Dog_1_test_segment_900.mat,0.0978344948678,0.380682820097
Dog_1_test_segment_2666.mat,0.0765760052862,0.370392608934
Dog_1_test_segment_2026.mat,0.0362890039029,0.329091591615
Dog_1_test_segment_2757.mat,0.162119725545,0.46629275046
Dog_1_test_segment_258.mat,0.0735317248572,0.403095833879
Dog_1_test_segment_2515.mat,0.104808741821,0.476146122035
Dog_1_test_segment_2273.mat,0.050086586806,0.370996583816
Dog_1_test_segment_2380.mat,0.0879483266666,0.377038617399
Dog_1_test_segment_1349.mat,0.0381830361709,0.228476911099
Dog_1_test_segment_2369.mat,0.119110179421,0.486287699553
Dog_1_test_segment_1694.mat,0.39520394451,0.548442961358
Dog_1_test_segment_2739.mat,0.0629711704276,0.433204186091
Dog_1_test_segment_2255.mat,0.163341765983,0.441495554357
Dog_1_test_segment_2548.mat,0.0900710370113,0.408867108216
Dog_1_test_segment_2912.mat,0.0719930564713,0.336285878501
Dog_1_test_segment_1365.mat,0.0576113175024,0.382448389493
Dog_1_test_segment_2985.mat,0.0389481267729,0.298318653237
Dog_1_test_segment_1016.mat,0.371008012663,0.511070400404
Dog_1_test_segment_781.mat,0.13412250838,0.485871925384
Dog_1_test_segment_475.mat,0.0365868374231,0.272678547241
Dog_1_test_segment_1509.mat,0.0890206946763,0.371279028093
Dog_1_test_segment_1710.mat,0.0460213238089,0.275076457483
Dog_1_test_segment_3092.mat,0.0894131149967,0.400253265598
Dog_1_test_segment_2736.mat,0.0568166905019,0.367518435805
Dog_1_test_segment_451.mat,0.0513589855738,0.32254125797
Dog_1_test_segment_2908.mat,0.16398355873,0.425962006626
Dog_1_test_segment_752.mat,0.0754695755556,0.406025025372
Dog_1_test_segment_1377.mat,0.0261295920561,0.23881502236
Dog_1_test_segment_318.mat,0.0566043867819,0.301219673082
Dog_1_test_segment_2252.mat,0.0938183928939,0.410193776164
Dog_1_test_segment_1520.mat,0.526103912332,0.410571734571
Dog_1_test_segment_553.mat,0.0793496300447,0.383371229253
Dog_1_test_segment_961.mat,0.311561556532,0.501767918213
Dog_1_test_segment_1825.mat,0.069588950473,0.33557531052
Dog_1_test_segment_610.mat,0.0585509660476,0.351647542479
Dog_1_test_segment_1718.mat,0.0669653936571,0.245626773798
Dog_1_test_segment_1928.mat,0.120728482333,0.327540342975
Dog_1_test_segment_2931.mat,0.0842222380475,0.366018610778
Dog_1_test_segment_1923.mat,0.0703880353623,0.40504121691
Dog_1_test_segment_969.mat,0.0958101238546,0.46437208448
Dog_1_test_segment_2634.mat,0.0669338298234,0.359083786271
Dog_1_test_segment_3031.mat,0.0678520793412,0.316839613867
Dog_1_test_segment_1403.mat,0.155911629773,0.386780723464
Dog_1_test_segment_1308.mat,0.114885112951,0.415351393651
